key	function	param	verdict	S0	S1	S2	S3	lit	lit_hoisted	fmt_lit	lit_deferred	leak_lit	string_b	reasons_S0	reasons_S2	reasons_S3	culprit_S2	culprit_S3	func_value_sites
go/importer/importer.go:111:38	go/importer.(gcimports).ImportFrom	1	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); sig: method matching an interface method (binder: exact parameter types)	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); sig: method matching an interface method (binder: exact parameter types)	go: the parameter's -m verdict is not noescape			
go/importer/importer.go:130:41	go/importer.(gccgoimports).ImportFrom	1	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); sig: method matching an interface method (binder: exact parameter types); use: passed to a fixed signature (func value, interface method)	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); sig: method matching an interface method (binder: exact parameter types); use: passed to a fixed signature (func value, interface method)	go: the parameter's -m verdict is not noescape; use: passed to a fixed signature (func value, interface method)			
go/internal/gccgoimporter/gccgoinstallation.go:30:47	go/internal/gccgoimporter.(GccgoInstallation).InitFromDriver	0	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach)	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach)	go: the parameter's -m verdict is not noescape			
go/internal/gccgoimporter/parser.go:110:32	go/internal/gccgoimporter.(parser).expectKeyword	0	leak-heap	false	false	false	false	0	0	0	0	12	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
go/internal/gccgoimporter/parser.go:90:25	go/internal/gccgoimporter.(parser).errorf	0	noescape	false	false	true	true	0	0	25	0	0	0	cascade: passed to a parameter that does not survive					
go/internal/gcimporter/support.go:22:13	go/internal/gcimporter.errorf	0	noescape	false	false	true	true	0	0	2	0	0	0	cascade: passed to a parameter that does not survive					
go/internal/srcimporter/srcimporter.go:63:37	go/internal/srcimporter.(Importer).ImportFrom	1	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); sig: method matching an interface method (binder: exact parameter types)	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); sig: method matching an interface method (binder: exact parameter types)	go: the parameter's -m verdict is not noescape			
go/parser/interface.go:198:41	go/parser.ParseExprFrom	1	leak-heap	false	false	false	false	0	0	0	0	3	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
go/parser/interface.go:84:37	go/parser.ParseFile	1	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
go/parser/parser.go:1984:32	go/parser.(parser).parseCallExpr	0	leak-heap	false	false	false	false	0	0	0	0	2	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
go/parser/parser.go:2061:39	go/parser.(parser).makeExpr	1	leak-heap	false	false	false	false	0	0	0	0	3	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
go/parser/parser.go:260:39	go/parser.(parser).error	1	leak-heap	false	false	false	false	0	0	0	0	23	0	go: the parameter's -m verdict is not noescape; sig: the function is used as a value in production (delegate signature); use: argument of defer/go (captured by the lowering)	go: the parameter's -m verdict is not noescape; use: argument of defer/go (captured by the lowering)	go: the parameter's -m verdict is not noescape; use: argument of defer/go (captured by the lowering)			1, first go/parser/parser.go:2914:15
go/parser/parser.go:283:47	go/parser.(parser).errorExpected	1	leak-heap	false	false	false	false	0	0	0	0	20	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
go/parser/parser.go:324:49	go/parser.(parser).expectClosing	1	noescape	true	true	true	true	4	4	0	0	0	0						
go/parser/parser.go:360:26	go/parser.(parser).atComma	0	noescape	true	true	true	true	6	6	0	0	0	0						
go/parser/parser.go:375:24	go/parser.assert	1	noescape	true	true	true	true	8	8	0	0	0	0						
go/parser/parser.go:97:23	go/parser.trace	1	leak-heap	false	false	false	false	0	0	0	0	58	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
go/parser/resolver.go:75:26	go/parser.(resolver).trace	0	noescape	false	false	true	true	7	7	0	0	0	0	cascade: passed to a parameter that does not survive					
go/parser/resolver.go:79:28	go/parser.(resolver).sprintf	0	noescape	false	false	true	true	0	0	2	0	0	0	cascade: passed to a parameter that does not survive					
go/printer/nodes.go:489:34	go/printer.(printer).setLineComment	0	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
go/scanner/scanner.go:147:35	go/scanner.(Scanner).error	1	leak-heap	false	false	false	false	0	0	0	0	12	0	go: the parameter's -m verdict is not noescape; use: passed to a fixed signature (func value, interface method)	go: the parameter's -m verdict is not noescape; use: passed to a fixed signature (func value, interface method)	go: the parameter's -m verdict is not noescape; use: passed to a fixed signature (func value, interface method)			
go/scanner/scanner.go:154:36	go/scanner.(Scanner).errorf	1	noescape	false	false	true	true	0	0	5	0	0	0	cascade: passed to a parameter that does not survive					
go/types/assignments.go:156:53	go/types.(Checker).initVar	2	leak-heap	false	false	false	false	0	0	0	0	3	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
go/types/assignments.go:24:54	go/types.(Checker).assignment	2	leak-heap	false	false	false	false	0	0	0	0	18	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
go/types/assignments.go:252:64	go/types.(Checker).assignVar	3	leak-heap	false	false	false	false	0	0	0	0	6	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
go/types/assignments.go:347:21	go/types.measure	1	leak-heap	false	false	false	false	0	0	0	0	3	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
go/types/check.go:136:44	go/types.(action).describef	1	noescape	false	false	false	false	0	0	13	0	0	0	use: stored in a composite literal	use: stored in a composite literal	use: stored in a composite literal			
go/types/errors.go:234:55	go/types.(Checker).error	2	leak-heap	false	false	false	false	0	0	0	0	63	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
go/types/errors.go:240:56	go/types.(Checker).errorf	2	noescape	false	false	true	true	0	0	130	0	0	0	cascade: passed to a parameter that does not survive					
go/types/errors.go:246:60	go/types.(Checker).softErrorf	2	noescape	false	false	true	true	0	0	26	0	0	0	cascade: passed to a parameter that does not survive					
go/types/errors.go:253:65	go/types.(Checker).versionErrorf	2	noescape	false	false	true	true	0	0	8	0	0	0	cascade: passed to a parameter that does not survive					
go/types/errors.go:60:40	go/types.(error_).addf	1	noescape	false	false	true	true	0	0	44	0	0	0	cascade: passed to a parameter that does not survive					
go/types/exprstring.go:195:59	go/types.writeFieldList	2	noescape	false	false	false	true	4	0	0	0	0	0	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive		bytes.(Buffer).WriteString		
go/types/format.go:18:68	go/types.sprintf	3	noescape	false	false	true	true	0	0	2	0	0	0	cascade: passed to a parameter that does not survive					
go/types/format.go:80:31	go/types.(Checker).sprintf	0	noescape	false	false	true	true	0	0	46	0	0	0	cascade: passed to a parameter that does not survive					
go/types/format.go:90:44	go/types.(Checker).trace	1	noescape	false	false	true	true	24	18	0	0	0	0	cascade: passed to a parameter that does not survive					
go/types/format.go:99:28	go/types.(Checker).dump	0	noescape	false	false	true	true	11	8	0	0	0	0	cascade: passed to a parameter that does not survive					
go/types/index.go:378:59	go/types.(Checker).isValidIndex	2	leak-heap	false	false	false	false	0	0	0	0	4	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
go/types/object.go:293:47	go/types.NewTypeName	2	leak-heap	false	false	false	false	0	0	0	0	4	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
go/types/object.go:344:42	go/types.NewVar	2	leak-heap	false	false	false	false	0	0	0	0	12	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
go/types/object.go:349:44	go/types.NewParam	2	leak-heap	false	false	false	false	0	0	0	0	3	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
go/types/object.go:397:43	go/types.NewFunc	2	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
go/types/package.go:28:17	go/types.NewPackage	0	leak-heap	false	false	false	false	0	0	0	0	2	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box); use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: converted to an interface (box); use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: converted to an interface (box); use: stored in a composite literal			
go/types/package.go:28:23	go/types.NewPackage	1	leak-heap	false	false	false	false	0	0	0	0	3	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
go/types/return.go:17:49	go/types.(Checker).isTerminating	1	noescape	true	true	true	true	3	0	0	0	0	0						
go/types/return.go:79:58	go/types.(Checker).isTerminatingList	1	noescape	true	true	true	true	3	0	0	0	0	0						
go/types/scope.go:37:50	go/types.NewScope	3	leak-heap	false	false	false	false	0	0	0	0	2	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
go/types/scope.go:73:24	go/types.(Scope).Lookup	0	noescape	false	false	false	false	11	5	0	0	0	0	sig: exported method (reflection reach); use: map key (no sstring map indexer)	sig: exported method (reflection reach); use: map key (no sstring map indexer)	use: map key (no sstring map indexer)			
go/types/sizes.go:260:15	go/types.SizesFor	0	noescape	true	true	true	true	1	0	0	0	0	0						
go/types/sizes.go:260:25	go/types.SizesFor	1	noescape	false	false	false	false	1	0	0	0	0	0	use: map key (no sstring map indexer)	use: map key (no sstring map indexer)	use: map key (no sstring map indexer)			
go/types/stmt.go:153:48	go/types.(Checker).openScope	1	leak-heap	false	false	false	false	0	0	0	0	12	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
go/types/stmt.go:171:37	go/types.(Checker).suspendedCall	0	leak-heap	false	false	false	false	0	0	0	0	2	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
go/types/stmt.go:19:48	go/types.(Checker).funcBody	1	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
go/types/typestring.go:104:29	go/types.(typeWriter).string	0	noescape	false	false	false	true	15	9	0	0	0	0	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive		bytes.(Buffer).WriteString		
go/types/typestring.go:108:28	go/types.(typeWriter).error	0	leak-heap	false	false	false	false	0	0	0	0	6	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
go/types/unify.go:147:26	go/types.(unifier).tracef	0	noescape	false	false	true	true	0	0	21	0	0	0	cascade: passed to a parameter that does not survive					
go/types/version.go:20:18	go/types.asGoVersion	0	leak-result	false	false	false	false	0	0	0	0	9	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
go/types/version.go:60:66	go/types.(Checker).verifyVersionf	2	noescape	false	false	true	true	0	0	22	0	0	0	cascade: passed to a parameter that does not survive					
html/escape.go:187:21	html.UnescapeString	0	leak-result	false	false	false	false	0	0	0	0	0	1	gap: copy(dst, s) (sstring has no copy); go: the parameter's -m verdict is not noescape; use: returned	go: the parameter's -m verdict is not noescape; use: returned	go: the parameter's -m verdict is not noescape; use: returned			
html/template/css.go:17:35	html/template.endsWithCSSKeyword	1	noescape	true	true	true	true	1	1	0	0	0	0						
html/template/error.go:246:53	html/template.errorf	3	noescape	false	false	true	true	0	0	14	0	0	0	cascade: passed to a parameter that does not survive					
html/template/escape.go:457:42	html/template.join	3	leak-heap	false	false	false	false	0	0	0	0	2	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
html/template/escape.go:508:64	html/template.(escaper).escapeBranch	2	leak-heap	false	false	false	false	0	0	0	0	3	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
html/template/js.go:453:15	html/template.isJSType	0	noescape	false	false	false	false	0	0	0	0	0	1	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	strings.TrimSpace	strings.TrimSpace	
html/template/template.go:284:10	html/template.New	0	leak-heap	false	false	false	false	0	0	0	0	2	0	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer)	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer)	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer)			
image/format.go:37:21	image.RegisterFormat	0	leak-heap	false	false	false	false	0	0	0	0	3	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
image/format.go:37:27	image.RegisterFormat	1	leak-heap	false	false	false	false	0	0	0	0	2	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
image/image.go:93:56	image.pixelBufferLength	2	noescape	true	true	true	true	10	10	0	0	0	0						
image/png/writer.go:96:40	image/png.(encoder).writeChunk	1	noescape	true	true	true	true	5	5	0	0	0	0						
internal/abi/type.go:264:46	internal/abi.addChecked	2	noescape	true	true	true	true	5	3	0	0	0	0						
internal/abi/type.go:602:36	internal/abi.(Name).DataChecked	1	noescape	false	false	false	true	7	7	0	0	0	0	sig: exported method (reflection reach)	sig: exported method (reflection reach)				
internal/buildcfg/cfg.go:52:12	internal/buildcfg.envOr	0	leak-heap	false	false	false	false	0	0	0	0	14	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
internal/buildcfg/cfg.go:52:17	internal/buildcfg.envOr	1	leak-result	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; use: returned	go: the parameter's -m verdict is not noescape; use: returned	go: the parameter's -m verdict is not noescape; use: returned			
internal/coverage/encodemeta/encodefile.go:31:32	internal/coverage/encodemeta.NewCoverageMetaFileWriter	0	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
internal/coverage/pods/pods.go:195:14	internal/coverage/pods.warning	0	noescape	false	false	true	true	2	2	0	0	0	0	cascade: passed to a parameter that does not survive					
internal/coverage/stringtab/stringtab.go:39:27	internal/coverage/stringtab.(Writer).Lookup	0	leak-heap	false	false	false	false	0	0	0	0	4	0	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); use: map key (no sstring map indexer); use: stored in a slice, array or map element, or appended as an element	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); use: map key (no sstring map indexer); use: stored in a slice, array or map element, or appended as an element	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer); use: stored in a slice, array or map element, or appended as an element			
internal/dag/parse.go:245:35	internal/dag.(rulesParser).syntaxError	0	leak-heap	false	false	false	false	0	0	0	0	4	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
internal/exportdata/support.go:17:41	internal/exportdata.readArchiveHeader	1	noescape	true	true	true	true	1	1	0	0	0	0						
internal/filepathlite/path_windows.go:162:19	internal/filepathlite.equalFold	1	noescape	true	true	true	true	2	2	0	0	0	0						
internal/filepathlite/path_windows.go:255:27	internal/filepathlite.pathHasPrefixFold	1	noescape	true	true	true	true	4	1	0	0	0	0						
internal/fuzz/encoding.go:342:21	internal/fuzz.parseUint	1	noescape	true	true	true	true	2	2	0	0	0	0						
internal/fuzz/fuzz.go:1099:33	internal/fuzz.(coordinator).debugLogf	0	noescape	true	true	true	true	0	0	12	0	0	0						
internal/godebug/godebug.go:93:10	internal/godebug.New	0	leak-heap	false	false	false	false	0	0	0	0	43	0	go: the parameter's -m verdict is not noescape; sig: hand-owned go2cs file (a converter change does not reach it); use: stored in a composite literal	go: the parameter's -m verdict is not noescape; sig: hand-owned go2cs file (a converter change does not reach it); use: stored in a composite literal	go: the parameter's -m verdict is not noescape; sig: hand-owned go2cs file (a converter change does not reach it); use: stored in a composite literal			
internal/gover/gover.go:186:16	internal/gover.CmpInt	1	noescape	true	true	true	true	1	0	0	0	0	0						
internal/lazyregexp/lazyre.go:71:10	internal/lazyregexp.New	0	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
internal/pkgbits/encoder.go:322:26	internal/pkgbits.(Encoder).String	0	leak-heap	false	false	false	false	0	0	0	0	0	2	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); sig: method matching an interface method (binder: exact parameter types)	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); sig: method matching an interface method (binder: exact parameter types)	go: the parameter's -m verdict is not noescape			
internal/pkgbits/support.go:15:13	internal/pkgbits.panicf	0	noescape	false	false	true	true	0	0	4	0	0	0	cascade: passed to a parameter that does not survive					
internal/profile/encode.go:463:40	internal/profile.addString	1	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer)	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer)	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer)			
internal/reflectlite/type.go:150:29	internal/reflectlite.(name).data	1	noescape	true	true	true	true	3	3	0	0	0	0						
internal/reflectlite/type.go:380:39	internal/reflectlite.add	2	noescape	true	true	true	true	1	1	0	0	0	0						
internal/reflectlite/value.go:412:25	internal/reflectlite.(Value).assignTo	0	noescape	true	true	true	true	1	0	0	0	0	0						
internal/reflectlite/value.go:455:56	internal/reflectlite.arrayAt	3	noescape	true	true	true	true	2	0	0	0	0	0						
internal/runtime/maps/runtime.go:15:12	internal/runtime/maps.fatal	0	leak-heap	false	false	false	false	0	0	0	0	41	0	go: the parameter's -m verdict is not noescape; sig: no Go body (assembly or linkname)	go: the parameter's -m verdict is not noescape; sig: no Go body (assembly or linkname)	go: the parameter's -m verdict is not noescape; sig: no Go body (assembly or linkname)			
internal/stringslite/strings.go:108:13	internal/stringslite.Cut	1	noescape	false	false	false	false	2	0	0	0	0	0	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	internal/stringslite.Index	internal/stringslite.Index	
internal/stringslite/strings.go:115:19	internal/stringslite.CutPrefix	1	noescape	true	true	true	true	1	1	0	0	0	0						
internal/stringslite/strings.go:122:19	internal/stringslite.CutSuffix	1	noescape	true	true	true	true	1	0	0	0	0	0						
internal/stringslite/strings.go:129:20	internal/stringslite.TrimPrefix	1	noescape	true	true	true	true	1	0	0	0	0	0						
internal/stringslite/strings.go:136:20	internal/stringslite.TrimSuffix	1	noescape	true	true	true	true	3	0	0	0	0	0						
internal/stringslite/strings.go:16:19	internal/stringslite.HasPrefix	1	noescape	true	true	true	true	11	9	0	0	0	0						
internal/sync/runtime.go:49:12	internal/sync.throw	0	no-verdict	false	false	false	false	0	0	0	0	2	0	go: -m printed no verdict for the parameter; sig: no Go body (assembly or linkname)	go: -m printed no verdict for the parameter; sig: no Go body (assembly or linkname)	go: -m printed no verdict for the parameter; sig: no Go body (assembly or linkname)			
internal/sync/runtime.go:52:12	internal/sync.fatal	0	no-verdict	false	false	false	false	0	0	0	0	1	0	go: -m printed no verdict for the parameter; sig: no Go body (assembly or linkname)	go: -m printed no verdict for the parameter; sig: no Go body (assembly or linkname)	go: -m printed no verdict for the parameter; sig: no Go body (assembly or linkname)			
internal/syscall/windows/registry/key.go:78:21	internal/syscall/windows/registry.OpenKey	1	noescape	false	false	false	false	1	1	0	0	0	0	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	syscall.UTF16PtrFromString	syscall.UTF16PtrFromString	
internal/syscall/windows/registry/value.go:118:32	internal/syscall/windows/registry.(Key).GetMUIStringValue	0	noescape	false	false	false	false	2	2	0	0	0	0	sig: exported method (reflection reach); sig: hand-owned go2cs file (a converter change does not reach it)	sig: exported method (reflection reach); sig: hand-owned go2cs file (a converter change does not reach it)	sig: hand-owned go2cs file (a converter change does not reach it)			
internal/syscall/windows/registry/value.go:169:19	internal/syscall/windows/registry.ExpandString	0	noescape	false	false	false	false	1	0	0	0	0	0	sig: hand-owned go2cs file (a converter change does not reach it)	sig: hand-owned go2cs file (a converter change does not reach it)	sig: hand-owned go2cs file (a converter change does not reach it)			
internal/syscall/windows/registry/value.go:97:29	internal/syscall/windows/registry.(Key).GetStringValue	0	noescape	false	false	false	false	4	4	0	0	0	0	sig: exported method (reflection reach); sig: hand-owned go2cs file (a converter change does not reach it)	sig: exported method (reflection reach); sig: hand-owned go2cs file (a converter change does not reach it)	sig: hand-owned go2cs file (a converter change does not reach it)			
internal/syscall/windows/sysdll/sysdll.go:27:10	internal/syscall/windows/sysdll.Add	0	leak-heap	false	false	false	false	0	0	0	0	22	0	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer); use: returned	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer); use: returned	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer); use: returned			
internal/trace/base.go:68:34	internal/trace.(evTable).addExtraString	0	leak-heap	false	false	false	false	0	0	0	0	2	0	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer); use: stored in a slice, array or map element, or appended as an element	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer); use: stored in a slice, array or map element, or appended as an element	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer); use: stored in a slice, array or map element, or appended as an element			
internal/trace/testtrace/validation.go:370:33	internal/trace/testtrace.(errAccumulator).Errorf	0	noescape	false	false	false	true	0	0	32	0	0	0	sig: exported method (reflection reach); sig: method matching an interface method (binder: exact parameter types)	sig: exported method (reflection reach); sig: method matching an interface method (binder: exact parameter types)				
internal/trace/traceviewer/emitter.go:364:57	internal/trace/traceviewer.(Emitter).slice	2	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
internal/trace/traceviewer/emitter.go:652:53	internal/trace/traceviewer.(Emitter).threadMeta	2	leak-heap	false	false	false	false	0	0	0	0	4	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
internal/trace/traceviewer/emitter.go:669:49	internal/trace/traceviewer.(Emitter).processMeta	1	leak-heap	false	false	false	false	0	0	0	0	2	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
internal/xcoff/file.go:472:22	internal/xcoff.(File).CSect	0	noescape	false	false	false	true	2	2	0	0	0	0	sig: exported method (reflection reach)	sig: exported method (reflection reach)				
internal/zstd/bits.go:128:40	internal/zstd.(reverseBitReader).makeError	0	leak-heap	false	false	false	false	0	0	0	0	10	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
internal/zstd/bits.go:66:32	internal/zstd.(bitReader).makeError	0	leak-heap	false	false	false	false	0	0	0	0	4	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
internal/zstd/zstd.go:496:37	internal/zstd.(Reader).makeError	1	leak-heap	false	false	false	false	0	0	0	0	34	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
io/fs/sub.go:53:26	io/fs.(subFS).fullName	0	leak-heap	false	false	false	false	0	0	0	0	4	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
io/fs/walk.go:117:23	io/fs.WalkDir	1	leak-heap	false	false	false	false	0	0	0	0	3	0	go: the parameter's -m verdict is not noescape; use: passed to a fixed signature (func value, interface method)	go: the parameter's -m verdict is not noescape; use: passed to a fixed signature (func value, interface method)	go: the parameter's -m verdict is not noescape; use: passed to a fixed signature (func value, interface method)			
io/io.go:314:28	io.WriteString	1	leak-heap	false	false	false	false	0	0	0	0	23	0	go: the parameter's -m verdict is not noescape; sig: the callee of a defer/go statement (lowered into golib's generic defer: CS0306); sig: the function is used as a value in test files only (e.g. export_test.go); use: passed to a fixed signature (func value, interface method)	go: the parameter's -m verdict is not noescape; sig: the callee of a defer/go statement (lowered into golib's generic defer: CS0306); use: passed to a fixed signature (func value, interface method)	go: the parameter's -m verdict is not noescape; use: passed to a fixed signature (func value, interface method)			1, first reflect/set_test.go:144:19
